"id","species","taxonId","ensembl","entrez","name","fullname","synonym","signature","chromStart","chromEnd","chromStrand","chromName","band","goTerms","function","goFunctions","goLocalizations","cerebralLocalization","nrIntxsValidated","nrIntxsPredicted","transcripts","humanOrthologs","mouseOrthologs","bovineOrthologs","lastModified"
"76684","Homo sapiens","9606","ENSG00000115232","3676","ITGA4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) ","CD49D|IA4","ITGA4|IDBG-76684|ENSG00000115232|3676","181457202","181536187","1","2","q31.3","GO:0001968|fibronectin binding|molecular_function#GO:0001974|blood vessel remodeling|biological_process#GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005911|cell-cell junction|cellular_component#GO:0007155|cell adhesion|biological_process#GO:0007157|heterophilic cell-cell adhesion|biological_process#GO:0007159|leukocyte cell-cell adhesion|biological_process#GO:0007229|integrin-mediated signaling pathway|biological_process#GO:0007507|heart development|biological_process#GO:0007596|blood coagulation|biological_process#GO:0008305|integrin complex|cellular_component#GO:0009897|external side of plasma membrane|cellular_component#GO:0009986|cell surface|cellular_component#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0016477|cell migration|biological_process#GO:0030183|B cell differentiation|biological_process#GO:0030198|extracellular matrix organization|biological_process#GO:0046872|metal ion binding|molecular_function#GO:0050776|regulation of immune response|biological_process#GO:0050839|cell adhesion molecule binding|molecular_function#GO:0050900|leukocyte migration|biological_process#GO:0060324|face development|biological_process#GO:0060710|chorio-allantoic fusion|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0072678|T cell migration|biological_process#GO:0090074|negative regulation of protein homodimerization activity|biological_process"," cell adhesion molecule binding","GO:0001968: fibronectin binding#GO:0005515: protein binding#GO:0046872: metal ion binding#GO:0050839: cell adhesion molecule binding","GO:0001968: fibronectin binding,GO:0005515: protein binding,GO:0046872: metal ion binding,GO:0050839: cell adhesion molecule binding","Cell surface","499","0","76686|76688|236253|807309","","Itga4|IDBG-183203|ENSMUSG00000027009|16401","ITGA4|IDBG-639925|ENSBTAG00000009256|282882","2017-02-20"
"76830","Homo sapiens","9606","ENSG00000196839","100","ADA","adenosine deaminase ","","ADA|IDBG-76830|ENSG00000196839|100","44619522","44652233","-1","20","q13.12","GO:0001666|response to hypoxia|biological_process#GO:0001701|in utero embryonic development|biological_process#GO:0001821|histamine secretion|biological_process#GO:0001829|trophectodermal cell differentiation|biological_process#GO:0001883|purine nucleoside binding|molecular_function#GO:0001889|liver development|biological_process#GO:0001890|placenta development|biological_process#GO:0002314|germinal center B cell differentiation|biological_process#GO:0002636|positive regulation of germinal center formation|biological_process#GO:0002686|negative regulation of leukocyte migration|biological_process#GO:0002906|negative regulation of mature B cell apoptotic process|biological_process#GO:0004000|adenosine deaminase activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005615|extracellular space|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005764|lysosome|cellular_component#GO:0005829|cytosol|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0006144|purine nucleobase metabolic process|biological_process#GO:0006154|adenosine catabolic process|biological_process#GO:0006157|deoxyadenosine catabolic process|biological_process#GO:0007155|cell adhesion|biological_process#GO:0007568|aging|biological_process#GO:0008152|metabolic process|biological_process#GO:0008270|zinc ion binding|molecular_function#GO:0009168|purine ribonucleoside monophosphate biosynthetic process|biological_process#GO:0009897|external side of plasma membrane|cellular_component#GO:0009986|cell surface|cellular_component#GO:0010460|positive regulation of heart rate|biological_process#GO:0016020|membrane|cellular_component#GO:0019239|deaminase activity|molecular_function#GO:0030054|cell junction|cellular_component#GO:0030324|lung development|biological_process#GO:0030890|positive regulation of B cell proliferation|biological_process#GO:0032261|purine nucleotide salvage|biological_process#GO:0032839|dendrite cytoplasm|cellular_component#GO:0033089|positive regulation of T cell differentiation in thymus|biological_process#GO:0033197|response to vitamin E|biological_process#GO:0033632|regulation of cell-cell adhesion mediated by integrin|biological_process#GO:0042110|T cell activation|biological_process#GO:0042323|negative regulation of circadian sleep/wake cycle, non-REM sleep|biological_process#GO:0042493|response to drug|biological_process#GO:0042542|response to hydrogen peroxide|biological_process#GO:0043025|neuronal cell body|cellular_component#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0043101|purine-containing compound salvage|biological_process#GO:0043103|hypoxanthine salvage|biological_process#GO:0043278|response to morphine|biological_process#GO:0044281|small molecule metabolic process|biological_process#GO:0045187|regulation of circadian sleep/wake cycle, sleep|biological_process#GO:0045580|regulation of T cell differentiation|biological_process#GO:0045582|positive regulation of T cell differentiation|biological_process#GO:0045987|positive regulation of smooth muscle contraction|biological_process#GO:0046061|dATP catabolic process|biological_process#GO:0046101|hypoxanthine biosynthetic process|biological_process#GO:0046103|inosine biosynthetic process|biological_process#GO:0046111|xanthine biosynthetic process|biological_process#GO:0046638|positive regulation of alpha-beta T cell differentiation|biological_process#GO:0048286|lung alveolus development|biological_process#GO:0048541|Peyer's patch development|biological_process#GO:0048566|embryonic digestive tract development|biological_process#GO:0050728|negative regulation of inflammatory response|biological_process#GO:0050850|positive regulation of calcium-mediated signaling|biological_process#GO:0050862|positive regulation of T cell receptor signaling pathway|biological_process#GO:0050870|positive regulation of T cell activation|biological_process#GO:0055086|nucleobase-containing small molecule metabolic process|biological_process#GO:0060169|negative regulation of adenosine receptor signaling pathway|biological_process#GO:0060205|cytoplasmic membrane-bounded vesicle lumen|cellular_component#GO:0060407|negative regulation of penile erection|biological_process#GO:0070244|negative regulation of thymocyte apoptotic process|biological_process#GO:0070256|negative regulation of mucus secretion|biological_process"," deaminase activity","GO:0001883: purine nucleoside binding#GO:0004000: adenosine deaminase activity#GO:0005515: protein binding#GO:0008270: zinc ion binding#GO:0019239: deaminase activity","GO:0001883: purine nucleoside binding,GO:0004000: adenosine deaminase activity,GO:0005515: protein binding,GO:0008270: zinc ion binding,GO:0019239: deaminase activity","Extracellular","12","0","76832|587055|594126|593726","","Ada|IDBG-211962|ENSMUSG00000017697|11486","ADA|IDBG-642808|ENSBTAG00000005280|280712","2017-02-20"
"77054","Homo sapiens","9606","ENSG00000138448","3685","ITGAV","integrin, alpha V ","CD51|MSK8|VNRA|VTNR","ITGAV|IDBG-77054|ENSG00000138448|3685","186590065","186680901","1","2","q32.1","GO:0001525|angiogenesis|biological_process#GO:0001568|blood vessel development|biological_process#GO:0001618|virus receptor activity|molecular_function#GO:0001846|opsonin binding|molecular_function#GO:0002474|antigen processing and presentation of peptide antigen via MHC class I|biological_process#GO:0002479|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|biological_process#GO:0005080|protein kinase C binding|molecular_function#GO:0005245|voltage-gated calcium channel activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0007155|cell adhesion|biological_process#GO:0007160|cell-matrix adhesion|biological_process#GO:0007229|integrin-mediated signaling pathway|biological_process#GO:0007411|axon guidance|biological_process#GO:0007596|blood coagulation|biological_process#GO:0008284|positive regulation of cell proliferation|biological_process#GO:0008305|integrin complex|cellular_component#GO:0009615|response to virus|biological_process#GO:0009897|external side of plasma membrane|cellular_component#GO:0009986|cell surface|cellular_component#GO:0010745|negative regulation of macrophage derived foam cell differentiation|biological_process#GO:0010888|negative regulation of lipid storage|biological_process#GO:0016020|membrane|cellular_component#GO:0030198|extracellular matrix organization|biological_process#GO:0030335|positive regulation of cell migration|biological_process#GO:0031589|cell-substrate adhesion|biological_process#GO:0031994|insulin-like growth factor I binding|molecular_function#GO:0032369|negative regulation of lipid transport|biological_process#GO:0033690|positive regulation of osteoblast proliferation|biological_process#GO:0035867|alphav-beta3 integrin-IGF-1-IGF1R complex|cellular_component#GO:0042590|antigen processing and presentation of exogenous peptide antigen via MHC class I|biological_process#GO:0043277|apoptotic cell clearance|biological_process#GO:0045087|innate immune response|biological_process#GO:0045335|phagocytic vesicle|cellular_component#GO:0045715|negative regulation of low-density lipoprotein particle receptor biosynthetic process|biological_process#GO:0045785|positive regulation of cell adhesion|biological_process#GO:0046718|viral entry into host cell|biological_process#GO:0046872|metal ion binding|molecular_function#GO:0050431|transforming growth factor beta binding|molecular_function#GO:0050748|negative regulation of lipoprotein metabolic process|biological_process#GO:0050764|regulation of phagocytosis|biological_process#GO:0050900|leukocyte migration|biological_process#GO:0052066|entry of symbiont into host cell by promotion of host phagocytosis|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0070371|ERK1 and ERK2 cascade|biological_process#GO:0070588|calcium ion transmembrane transport|biological_process#GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand|biological_process#GO:2000425|regulation of apoptotic cell clearance|biological_process#GO:2000536|negative regulation of entry of bacterium into host cell|biological_process#GO:2001237|negative regulation of extrinsic apoptotic signaling pathway|biological_process"," transforming growth factor beta binding","GO:0001618: virus receptor activity#GO:0001846: opsonin binding#GO:0005080: protein kinase C binding#GO:0005245: voltage-gated calcium channel activity#GO:0005515: protein binding#GO:0031994: insulin-like growth factor I binding#GO:0046872: metal ion binding#GO:0050431: transforming growth factor beta binding","GO:0001618: virus receptor activity,GO:0001846: opsonin binding,GO:0005080: protein kinase C binding,GO:0005245: voltage-gated calcium channel activity,GO:0005515: protein binding,GO:0031994: insulin-like growth factor I binding,GO:0046872: metal ion binding,GO:0050431: transforming growth factor beta binding","Cell surface","39","2","77056|77058|387926|387928","","Itgav|IDBG-184247|ENSMUSG00000027087|16410","ITGAV|IDBG-639711|ENSBTAG00000019929|281875","2017-02-20"
"77255","Homo sapiens","9606","ENSG00000168703","128488","WFDC12","WAP four-disulfide core domain 12 ","","WFDC12|IDBG-77255|ENSG00000168703|128488","45123425","45124465","-1","20","q13.12","GO:0004867|serine-type endopeptidase inhibitor activity|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0010951|negative regulation of endopeptidase activity|biological_process#GO:0030414|peptidase inhibitor activity|molecular_function#GO:0042742|defense response to bacterium|biological_process#GO:0045087|innate immune response|biological_process"," peptidase inhibitor activity","GO:0004867: serine-type endopeptidase inhibitor activity#GO:0030414: peptidase inhibitor activity","GO:0004867: serine-type endopeptidase inhibitor activity,GO:0030414: peptidase inhibitor activity","Extracellular","1","0","77257","","Wfdc12|IDBG-212047|ENSMUSG00000042845|192200","","2017-02-20"
"77290","Homo sapiens","9606","ENSG00000204525","3107","HLA-C","major histocompatibility complex, class I, C ","D6S204|HLA-JY3|HLC-C|PSORS1","HLA-C|IDBG-77290|ENSG00000204525|3107","31268749","31357158","-1","6","p21.33","GO:0000139|Golgi membrane|cellular_component#GO:0001916|positive regulation of T cell mediated cytotoxicity|biological_process#GO:0002474|antigen processing and presentation of peptide antigen via MHC class I|biological_process#GO:0002479|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|biological_process#GO:0002480|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent|biological_process#GO:0005515|protein binding|molecular_function#GO:0005783|endoplasmic reticulum|cellular_component#GO:0005794|Golgi apparatus|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0006955|immune response|biological_process#GO:0009986|cell surface|cellular_component#GO:0012507|ER to Golgi transport vesicle membrane|cellular_component#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0016032|viral process|biological_process#GO:0019221|cytokine-mediated signaling pathway|biological_process#GO:0019882|antigen processing and presentation|biological_process#GO:0030670|phagocytic vesicle membrane|cellular_component#GO:0031901|early endosome membrane|cellular_component#GO:0042590|antigen processing and presentation of exogenous peptide antigen via MHC class I|biological_process#GO:0042605|peptide antigen binding|molecular_function#GO:0042612|MHC class I protein complex|cellular_component#GO:0045087|innate immune response|biological_process#GO:0050776|regulation of immune response|biological_process#GO:0060333|interferon-gamma-mediated signaling pathway|biological_process#GO:0060337|type I interferon signaling pathway|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0071556|integral component of lumenal side of endoplasmic reticulum membrane|cellular_component"," peptide antigen binding","GO:0005515: protein binding#GO:0042605: peptide antigen binding","GO:0005515: protein binding,GO:0042605: peptide antigen binding","Cell surface","29","0","77292|77361|124896|370775|811043","","","","2017-02-20"
"77451","Homo sapiens","9606","ENSG00000180644","5551","PRF1","perforin 1 (pore forming protein) ","FLH2|HPLH2|P1|PFN1|PFP","PRF1|IDBG-77451|ENSG00000180644|5551","70597348","70602775","-1","10","q22.1","GO:0002357|defense response to tumor cell|biological_process#GO:0002418|immune response to tumor cell|biological_process#GO:0005509|calcium ion binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0006915|apoptotic process|biological_process#GO:0006968|cellular defense response|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0016023|cytoplasmic membrane-bounded vesicle|cellular_component#GO:0019835|cytolysis|biological_process#GO:0022829|wide pore channel activity|molecular_function#GO:0031904|endosome lumen|cellular_component#GO:0044194|cytolytic granule|cellular_component#GO:0051260|protein homooligomerization|biological_process#GO:0051607|defense response to virus|biological_process#GO:0055085|transmembrane transport|biological_process"," wide pore channel activity","GO:0005509: calcium ion binding#GO:0005515: protein binding#GO:0022829: wide pore channel activity","GO:0005509: calcium ion binding,GO:0005515: protein binding,GO:0022829: wide pore channel activity","Extracellular","7","5","77453|379069","","Prf1|IDBG-155739|ENSMUSG00000037202|18646","BT.21975|IDBG-629772|ENSBTAG00000001008|369025","2017-02-20"
"77578","Homo sapiens","9606","ENSG00000204520","100507436","MICA","MHC class I polypeptide-related sequence A ","","MICA|IDBG-77578|ENSG00000204520|100507436","31399784","31415315","1","6","p21.33","GO:0005515|protein binding|molecular_function#GO:0006955|immune response|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0019882|antigen processing and presentation|biological_process#GO:0045087|innate immune response|biological_process"," protein binding","GO:0005515: protein binding","GO:0005515: protein binding","Plasma membrane","3","0","371139|371145|807405","","","","2017-02-20"
"77617","Homo sapiens","9606","ENSG00000115415","6772","STAT1","signal transducer and activator of transcription 1, 91kDa ","CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91","STAT1|IDBG-77617|ENSG00000115415|6772","190964358","191020960","-1","2","q32.2","GO:0000122|negative regulation of transcription from RNA polymerase II promoter|biological_process#GO:0000790|nuclear chromatin|cellular_component#GO:0000978|RNA polymerase II core promoter proximal region sequence-specific DNA binding|molecular_function#GO:0000979|RNA polymerase II core promoter sequence-specific DNA binding|molecular_function#GO:0000983|RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity|molecular_function#GO:0001937|negative regulation of endothelial cell proliferation|biological_process#GO:0002053|positive regulation of mesenchymal cell proliferation|biological_process#GO:0003340|negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis|biological_process#GO:0003677|DNA binding|molecular_function#GO:0003690|double-stranded DNA binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0004871|signal transducer activity|molecular_function#GO:0005164|tumor necrosis factor receptor binding|molecular_function#GO:0005509|calcium ion binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0005730|nucleolus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006351|transcription, DNA-templated|biological_process#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0006366|transcription from RNA polymerase II promoter|biological_process#GO:0006915|apoptotic process|biological_process#GO:0007165|signal transduction|biological_process#GO:0007259|JAK-STAT cascade|biological_process#GO:0007584|response to nutrient|biological_process#GO:0008015|blood circulation|biological_process#GO:0008284|positive regulation of cell proliferation|biological_process#GO:0009612|response to mechanical stimulus|biological_process#GO:0009617|response to bacterium|biological_process#GO:0014070|response to organic cyclic compound|biological_process#GO:0016032|viral process|biological_process#GO:0016525|negative regulation of angiogenesis|biological_process#GO:0019221|cytokine-mediated signaling pathway|biological_process#GO:0019899|enzyme binding|molecular_function#GO:0030424|axon|cellular_component#GO:0030425|dendrite|cellular_component#GO:0031663|lipopolysaccharide-mediated signaling pathway|biological_process#GO:0031730|CCR5 chemokine receptor binding|molecular_function#GO:0032496|response to lipopolysaccharide|biological_process#GO:0032869|cellular response to insulin stimulus|biological_process#GO:0033209|tumor necrosis factor-mediated signaling pathway|biological_process#GO:0034097|response to cytokine|biological_process#GO:0034240|negative regulation of macrophage fusion|biological_process#GO:0035458|cellular response to interferon-beta|biological_process#GO:0042493|response to drug|biological_process#GO:0042542|response to hydrogen peroxide|biological_process#GO:0042802|identical protein binding|molecular_function#GO:0042803|protein homodimerization activity|molecular_function#GO:0042981|regulation of apoptotic process|biological_process#GO:0043124|negative regulation of I-kappaB kinase/NF-kappaB signaling|biological_process#GO:0043330|response to exogenous dsRNA|biological_process#GO:0043434|response to peptide hormone|biological_process#GO:0043565|sequence-specific DNA binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0045893|positive regulation of transcription, DNA-templated|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0048661|positive regulation of smooth muscle cell proliferation|biological_process#GO:0051591|response to cAMP|biological_process#GO:0051607|defense response to virus|biological_process#GO:0060333|interferon-gamma-mediated signaling pathway|biological_process#GO:0060334|regulation of interferon-gamma-mediated signaling pathway|biological_process#GO:0060337|type I interferon signaling pathway|biological_process#GO:0060338|regulation of type I interferon-mediated signaling pathway|biological_process#GO:0060397|JAK-STAT cascade involved in growth hormone signaling pathway|biological_process#GO:0061326|renal tubule development|biological_process#GO:0072136|metanephric mesenchymal cell proliferation involved in metanephros development|biological_process#GO:0072162|metanephric mesenchymal cell differentiation|biological_process#GO:0072308|negative regulation of metanephric nephron tubule epithelial cell differentiation|biological_process"," sequence-specific DNA binding","GO:0000978: RNA polymerase II core promoter proximal region sequence-specific DNA binding#GO:0000979: RNA polymerase II core promoter sequence-specific DNA binding#GO:0000983: RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity#GO:0003677: DNA binding#GO:0003690: double-stranded DNA binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0004871: signal transducer activity#GO:0005164: tumor necrosis factor receptor binding#GO:0005509: calcium ion binding#GO:0005515: protein binding#GO:0019899: enzyme binding#GO:0031730: CCR5 chemokine receptor binding#GO:0042802: identical protein binding#GO:0042803: protein homodimerization activity#GO:0043565: sequence-specific DNA binding","GO:0000978: RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000979: RNA polymerase II core promoter sequence-specific DNA binding,GO:0000983: RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity,GO:0003677: DNA binding,GO:0003690: double-stranded DNA binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0004871: signal transducer activity,GO:0005164: tumor necrosis factor receptor binding,GO:0005509: calcium ion binding,GO:0005515: protein binding,GO:0019899: enzyme binding,GO:0031730: CCR5 chemokine receptor binding,GO:0042802: identical protein binding,GO:0042803: protein homodimerization activity,GO:0043565: sequence-specific DNA binding","Nucleus","332","31","77619|245890|245892|293291|388063|388067|388068|388069|388070|388071|596000","","Stat1|IDBG-153162|ENSMUSG00000026104|20846","STAT1|IDBG-642654|ENSBTAG00000007867|510814,515988","2017-02-20"
"77625","Homo sapiens","9606","ENSG00000138378","6775","STAT4","signal transducer and activator of transcription 4 ","SLEB11","STAT4|IDBG-77625|ENSG00000138378|6775","191029576","191151596","-1","2","q32.3","GO:0003677|DNA binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0004871|signal transducer activity|molecular_function#GO:0005509|calcium ion binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0006351|transcription, DNA-templated|biological_process#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0006468|protein phosphorylation|biological_process#GO:0007165|signal transduction|biological_process#GO:0007259|JAK-STAT cascade|biological_process#GO:0008283|cell proliferation|biological_process#GO:0019221|cytokine-mediated signaling pathway|biological_process#GO:0043565|sequence-specific DNA binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0071310|cellular response to organic substance|biological_process"," sequence-specific DNA binding","GO:0003677: DNA binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0004871: signal transducer activity#GO:0005509: calcium ion binding#GO:0043565: sequence-specific DNA binding","GO:0003677: DNA binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0004871: signal transducer activity,GO:0005509: calcium ion binding,GO:0043565: sequence-specific DNA binding","Nucleus","21","10","77627|245896|293284|388078|388079|388080","","Stat4|IDBG-152917|ENSMUSG00000062939|20849","STAT4|IDBG-642767|ENSBTAG00000046699|","2017-02-20"
"77697","Homo sapiens","9606","ENSG00000204516","4277","MICB","MHC class I polypeptide-related sequence B ","PERB11.2","MICB|IDBG-77697|ENSG00000204516|4277","31494881","31511124","1","6","p21.33","GO:0002429|immune response-activating cell surface receptor signaling pathway|biological_process#GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0006955|immune response|biological_process#GO:0006979|response to oxidative stress|biological_process#GO:0009408|response to heat|biological_process#GO:0009986|cell surface|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0016032|viral process|biological_process#GO:0019835|cytolysis|biological_process#GO:0019882|antigen processing and presentation|biological_process#GO:0032526|response to retinoic acid|biological_process#GO:0046629|gamma-delta T cell activation|biological_process#GO:0046703|natural killer cell lectin-like receptor binding|molecular_function#GO:0050689|negative regulation of defense response to virus by host|biological_process#GO:0050776|regulation of immune response|biological_process"," natural killer cell lectin-like receptor binding","GO:0005515: protein binding#GO:0046703: natural killer cell lectin-like receptor binding","GO:0005515: protein binding,GO:0046703: natural killer cell lectin-like receptor binding","Cell surface","5","0","77699|231332|593993","","","","2017-02-20"
"78021","Homo sapiens","9606","ENSG00000173198","10800","CYSLTR1","cysteinyl leukotriene receptor 1 ","CYSLT1|CYSLT1R|CYSLTR|HMTMF81","CYSLTR1|IDBG-78021|ENSG00000173198|10800","78271464","78327691","-1","X","q21.1","GO:0004930|G-protein coupled receptor activity|molecular_function#GO:0004974|leukotriene receptor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0006816|calcium ion transport|biological_process#GO:0006935|chemotaxis|biological_process#GO:0006952|defense response|biological_process#GO:0006954|inflammatory response|biological_process#GO:0007166|cell surface receptor signaling pathway|biological_process#GO:0007186|G-protein coupled receptor signaling pathway|biological_process#GO:0007204|positive regulation of cytosolic calcium ion concentration|biological_process#GO:0007585|respiratory gaseous exchange|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0045766|positive regulation of angiogenesis|biological_process#GO:0045907|positive regulation of vasoconstriction|biological_process"," protein binding","GO:0004930: G-protein coupled receptor activity#GO:0004974: leukotriene receptor activity#GO:0005515: protein binding","GO:0004930: G-protein coupled receptor activity,GO:0004974: leukotriene receptor activity,GO:0005515: protein binding","Plasma membrane","3","1","78023|810858","","Cysltr1|IDBG-167323|ENSMUSG00000052821|58861","","2017-02-20"
"78101","Homo sapiens","9606","ENSG00000136938","10541","ANP32B","acidic (leucine-rich) nuclear phosphoprotein 32 family, member B ","APRIL|PHAPI2|SSP29","ANP32B|IDBG-78101|ENSG00000136938|10541","97983361","98015943","1","9","q22.33","GO:0001944|vasculature development|biological_process#GO:0005634|nucleus|cellular_component#GO:0005730|nucleolus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0006334|nucleosome assembly|biological_process#GO:0006919|activation of cysteine-type endopeptidase activity involved in apoptotic process|biological_process#GO:0021591|ventricular system development|biological_process#GO:0042393|histone binding|molecular_function#GO:0045596|negative regulation of cell differentiation|biological_process#GO:0046827|positive regulation of protein export from nucleus|biological_process#GO:0048839|inner ear development|biological_process#GO:0060021|palate development|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0070063|RNA polymerase binding|molecular_function"," RNA polymerase binding","GO:0042393: histone binding#GO:0070063: RNA polymerase binding","GO:0042393: histone binding,GO:0070063: RNA polymerase binding","Nucleus","35","0","78103","","Anp32b|IDBG-145256|ENSMUSG00000028333|67628","ANP32B|IDBG-634007|ENSBTAG00000021367|509685","2017-02-20"
"78112","Homo sapiens","9606","ENSG00000204475","259197","NCR3","natural cytotoxicity triggering receptor 3 ","","NCR3|IDBG-78112|ENSG00000204475|259197","31588895","31592985","-1","6","p21.33","GO:0005515|protein binding|molecular_function#GO:0005887|integral component of plasma membrane|cellular_component#GO:0006954|inflammatory response|biological_process#GO:0006955|immune response|biological_process#GO:0008037|cell recognition|biological_process#GO:0045954|positive regulation of natural killer cell mediated cytotoxicity|biological_process"," protein binding","GO:0005515: protein binding","GO:0005515: protein binding","Plasma membrane","4","0","78116|78118|78120|78122","","","NCR3|IDBG-634145|ENSBTAG00000018343|513769","2017-02-20"
