	idx	beta	pval	cilb	ciub	i2	tau2	V1	V2
ENSG00000223825	20241	-0.629180558	3.95E-11	-0.815852065	-0.442509051	70.94604182	0.129377764	ncRNA	NA
ENSG00000271347	21630	-2.145799903	3.98E-11	-2.782545907	-1.509053899	96.10881342	2.134026675	ncRNA	NA
ENSG00000226889	21605	-2.237749227	4.10E-11	-2.902239172	-1.573259281	94.11080195	2.227004411	ncRNA	NA
ENSG00000267784	3945	-2.49196796	4.11E-11	-3.231986907	-1.751949012	91.75536818	2.652122556	ncRNA	NA
ENSG00000277758	26589	-2.128716913	4.43E-11	-2.761936979	-1.495496847	97.54721983	2.112327827	ncRNA	NA
ENSG00000228962	8165	-3.098149964	4.65E-11	-4.020738244	-2.175561684	98.44222784	4.847453595	ncRNA	NA
ENSG00000248890	18058	-1.721576035	4.66E-11	-2.234267486	-1.208884584	97.28102655	1.437890324	ncRNA	NA
ENSG00000228906	17911	-0.895991821	5.00E-11	-1.163244556	-0.628739086	89.73334827	0.319426318	ncRNA	NA
ENSG00000260105	5445	-2.335454993	5.39E-11	-3.033252773	-1.637657213	97.41547384	2.56014525	ncRNA	NA
ENSG00000267581	5998	-1.835232036	5.63E-11	-2.384108938	-1.286355134	89.22230583	1.237520047	ncRNA	NA
ENSG00000157502	4936	-2.701985206	6.12E-11	-3.511652299	-1.892318113	97.50737684	3.321825341	ncRNA	NA
ENSG00000250934	6545	-3.197645064	6.27E-11	-4.156376975	-2.238913154	97.77670062	5.005792551	ncRNA	NA
ENSG00000255046	18266	-0.843273102	6.66E-11	-1.096454107	-0.590092097	87.35334615	0.277395121	ncRNA	NA
ENSG00000273923	16089	-3.69232034	6.66E-11	-4.800898576	-2.583742103	93.92953611	6.178237955	ncRNA	NA
ENSG00000228039	23430	-1.719863399	6.74E-11	-2.236361448	-1.203365351	73.52780896	1.081002358	ncRNA	NA
ENSG00000242767	21856	-2.278643565	6.76E-11	-2.963004741	-1.594282389	92.52148968	2.047574081	ncRNA	NA
ENSG00000249085	17687	-2.293641356	7.43E-11	-2.984013663	-1.603269049	91.61709533	2.077578558	ncRNA	NA
ENSG00000255090	28541	-2.665515938	7.72E-11	-3.468512602	-1.862519273	98.14896041	3.474833163	ncRNA	NA
ENSG00000278934	5891	-2.400230922	7.72E-11	-3.123319292	-1.677142553	98.38808824	2.757622451	ncRNA	NA
ENSG00000165197	21789	-3.099993331	8.04E-11	-4.034762959	-2.165223702	98.75363443	4.86601648	ncRNA	NA
ENSG00000242611	3296	-3.335764172	8.33E-11	-4.342444804	-2.32908354	90.5546808	4.791387324	ncRNA	NA
