	CHR	START	END	X0	X1	MeanDecreaseAccuracy	MeanDecreaseGini	Symbol	V1	V2	V3	V4	V5	V6	V7
cg21106486	chr1	207842934	207843235	0.001833677	2.21E-05	0.000209596	0.030550164	CR1L	chr1	207843084	207843085	cg21106486	CR1L	Island	I
cg24154937	chr12	5153561	5153862	0.00036377	-6.75E-06	3.67E-05	0.030334562	KCNA5	chr12	5153711	5153712	cg24154937	KCNA5	Island	II
cg10074727	chr6	10882955	10883256	0.001140679	-5.27E-05	7.65E-05	0.0302047	GCM2	chr6	10883105	10883106	cg10074727	GCM2	Island	I
cg12973941	chr4	13545489	13545790	-0.000161056	2.05E-05	0	0.030114948	NKX3-2	chr4	13545639	13545640	cg12973941	NKX3-2	Island	II
cg13282837	chr14	96180498	96180799	0.001194444	6.91E-07	0.000123039	0.029793127	TCL1A	chr14	96180648	96180649	cg13282837	TCL1A	Island	II
cg05513806	chr3	181438066	181438367	0.003852052	-1.25E-05	0.000329888	0.029658793	SOX2OT	chr3	181438216	181438217	cg05513806	SOX2OT	S_Shore	I
cg06376520	chr12	81110626	81110927	-0.000278759	0	-3.07E-05	0.029648779	MYF5	chr12	81110776	81110777	cg06376520	MYF5	Island	I
cg19594666	chr7	127881130	127881431	9.91E-05	4.10E-05	4.90E-05	0.029582541	LEP	chr7	127881280	127881281	cg19594666	LEP	Island	I
cg06708634	chr6	100906745	100907046	6.06E-05	-6.46E-06	4.77E-07	0.029539603	SIM1	chr6	100906895	100906896	cg06708634	SIM1	S_Shore	II
cg26095658	chr2	71017737	71018038	-0.000119643	-1.41E-05	-2.51E-05	0.029285714	FIGLA	chr2	71017887	71017888	cg26095658	FIGLA	Island	I
cg02286091	chr5	78407528	78407829	0.000193347	1.38E-05	3.58E-05	0.02908283	BHMT	chr5	78407678	78407679	cg02286091	BHMT	CpG_Ocean	I
cg21477176	chr19	54445738	54446039	0	-2.04E-05	-1.84E-05	0.029074985	CACNG7	chr19	54445888	54445889	cg21477176	CACNG7	S_Shore	II
cg05967403	chr13	28367095	28367396	0.001096864	-2.03E-05	0.000117547	0.028981161	GSX1	chr13	28367245	28367246	cg05967403	GSX1	Island	II
cg16695890	chr19	15580160	15580461	0.001885383	-1.38E-05	0.000184242	0.028921404	PGLYRP2	chr19	15580310	15580311	cg16695890	PGLYRP2	N_Shore	II
cg04926361	chr14	36982297	36982598	0.002594294	-3.41E-05	0.000238499	0.028815141	SFTA3	chr14	36982447	36982448	cg04926361	SFTA3	N_Shore	I
cg19043574	chr2	99439383	99439684	-8.08E-05	-6.38E-06	-1.77E-05	0.028781652	C2orf55	chr2	99439533	99439534	cg19043574	C2orf55	Island	II
cg18862481	chr3	129693220	129693521	0.000845327	-6.76E-06	9.54E-05	0.028758112	TRH	chr3	129693370	129693371	cg18862481	TRH	Island	I
cg17007640	chr14	29243354	29243655	0.002757895	-1.57E-05	0.000301921	0.028694243	C14orf23	chr14	29243504	29243505	cg17007640	C14orf23	Island	I
cg25861699	chr6	10881900	10882201	0.00013	6.49E-06	1.78E-05	0.028585297	GCM2	chr6	10882050	10882051	cg25861699	GCM2	Island	II
cg04968806	chr11	20625842	20626143	0.001125	-1.97E-05	8.84E-05	0.028571397	SLC6A5	chr11	20625992	20625993	cg04968806	SLC6A5	S_Shelf	I
cg02501779	chr20	54579205	54579506	0.000226475	-1.44E-05	1.10E-05	0.028489869	CBLN4	chr20	54579355	54579356	cg02501779	CBLN4	Island	II
cg27022956	chr3	181444875	181445176	5.71E-05	-7.02E-06	1.71E-07	0.028367766	SOX2OT	chr3	181445025	181445026	cg27022956	SOX2OT	S_Shore	I
cg05574272	chr5	33938063	33938364	0.000139535	-2.91E-07	1.75E-05	0.02802891	RXFP3	chr5	33938213	33938214	cg05574272	RXFP3	Island	I
cg14345012	chr20	26189090	26189391	0.001	-7.35E-06	9.58E-05	0.027914329	MIR663	chr20	26189240	26189241	cg14345012	MIR663	Island	I
cg03840594	chr6	99283403	99283704	0.001886029	-8.89E-06	0.000190179	0.027631272	POU3F2	chr6	99283553	99283554	cg03840594	POU3F2	Island	I
cg00484358	chr1	110610845	110611146	0	-2.02E-05	-1.83E-05	0.027630009	ALX3	chr1	110610995	110610996	cg00484358	ALX3	Island	II
cg11838224	chr17	7287590	7287891	0.001462462	-7.47E-08	0.000168159	0.027559049	TNK1	chr17	7287740	7287741	cg11838224	TNK1	Island	II
cg21296230	chr15	33010386	33010687	0.000121212	3.45E-05	4.27E-05	0.027115127	GREM1	chr15	33010536	33010537	cg21296230	GREM1	Island	II
cg01557798	chr1	228400478	228400779	-0.000160891	0	-1.83E-05	0.02707572	OBSCN	chr1	228400628	228400629	cg01557798	OBSCN	Island	II
cg25802093	chr10	22633888	22634189	5.88E-05	-1.36E-05	-6.10E-06	0.026956522	SPAG6	chr10	22634038	22634039	cg25802093	SPAG6	Island	II
cg13851904	chr1	47899080	47899381	1.00E-04	-3.46E-05	-1.86E-05	0.02691601	MGC12982	chr1	47899230	47899231	cg13851904	MGC12982	Island	II
cg12749132	chr1	151811214	151811515	0.000177778	7.07E-06	3.05E-05	0.026695788	LOC100132111	chr1	151811364	151811365	cg12749132	LOC100132111	Island	I
cg21610164	chr6	26273251	26273552	0	3.57E-05	3.15E-05	0.026584112	HIST1H2BI	chr6	26273401	26273402	cg21610164	HIST1H2BI	Island	I
cg12031863	chr16	4587704	4588005	0.000989858	-3.38E-05	7.37E-05	0.026555104	C16orf5	chr16	4587854	4587855	cg12031863	C16orf5	Island	II
cg00840332	chr7	127881119	127881420	0.001	-4.89E-08	0.000128516	0.026403129	LEP	chr7	127881269	127881270	cg00840332	LEP	Island	I
cg15277906	chr8	97170214	97170515	0.000142857	-1.36E-05	6.35E-06	0.026126971	GDF6	chr8	97170364	97170365	cg15277906	GDF6	Island	I
cg07560510	chr8	86350442	86350743	-6.91E-06	1.38E-05	1.25E-05	0.026095238	CA3	chr8	86350592	86350593	cg07560510	CA3	N_Shore	II
cg12606911	chr2	87036476	87036777	-0.000148579	-2.00E-05	-3.64E-05	0.026075882	CD8A	chr2	87036626	87036627	cg12606911	CD8A	Island	I
cg04403809	chr20	44686343	44686644	0.001030159	1.65E-07	0.000109429	0.025864637	SLC12A5	chr20	44686493	44686494	cg04403809	SLC12A5	Island	II
cg04694437	chr5	88184901	88185202	-0.000102564	-1.34E-05	-2.49E-05	0.02576044	MEF2C	chr5	88185051	88185052	cg04694437	MEF2C	N_Shore	II
cg12393318	chr5	87980918	87981219	9.52E-05	6.70E-06	1.82E-05	0.025709875	LOC645323	chr5	87981068	87981069	cg12393318	LOC645323	Island	I
cg11214757	chr5	176024075	176024376	-5.88E-05	-6.80E-06	-1.23E-05	0.025574125	GPRIN1	chr5	176024225	176024226	cg11214757	GPRIN1	Island	I
cg06792262	chr3	44622446	44622747	-5.88E-05	-2.91E-07	-6.27E-06	0.025393196	ZNF167	chr3	44622596	44622597	cg06792262	ZNF167	Island	I
cg26831119	chr4	111550680	111550981	0.000156735	-2.42E-08	1.79E-05	0.025199756	PITX2	chr4	111550830	111550831	cg26831119	PITX2	S_Shore	I
cg22234080	chr22	29876792	29877093	0.00178404	-2.73E-05	0.000165571	0.025180573	NEFH	chr22	29876942	29876943	cg22234080	NEFH	Island	II
cg13492692	chr9	126777523	126777824	9.76E-05	1.52E-05	2.56E-05	0.024772365	LHX2	chr9	126777673	126777674	cg13492692	LHX2	Island	I
cg04556126	chr3	147106411	147106712	0.000195789	1.59E-05	3.79E-05	0.024728617	ZIC4	chr3	147106561	147106562	cg04556126	ZIC4	N_Shore	II
cg07499553	chr5	150326162	150326463	5.13E-05	4.14E-05	4.31E-05	0.024717523	LOC134466	chr5	150326312	150326313	cg07499553	LOC134466	S_Shore	II
cg16051742	chr6	27831948	27832249	0	2.54E-05	2.34E-05	0.024683473	HIST1H2AL	chr6	27832098	27832099	cg16051742	HIST1H2AL	N_Shore	II
cg09557313	chr13	53313024	53313325	-3.64E-05	4.12E-05	3.06E-05	0.024634921	LECT1	chr13	53313174	53313175	cg09557313	LECT1	Island	II
cg26048025	chr1	200843006	200843307	0.000148148	-6.73E-06	6.48E-06	0.024500192	GPR25	chr1	200843156	200843157	cg26048025	GPR25	Island	I
cg27513935	chr13	28552460	28552761	5.56E-05	6.83E-06	1.22E-05	0.024497561	PRHOXNB	chr13	28552610	28552611	cg27513935	PRHOXNB	Island	I
cg00545916	chr17	56565290	56565591	7.78E-05	2.05E-05	2.42E-05	0.02439432	HSF5	chr17	56565440	56565441	cg00545916	HSF5	Island	II
cg06544111	chr7	27281194	27281495	0	-2.07E-05	-1.81E-05	0.024393953	EVX1	chr7	27281344	27281345	cg06544111	EVX1	N_Shore	II
cg21577836	chr1	175568560	175568861	0.000115966	1.39E-05	2.48E-05	0.024334062	TNR	chr1	175568710	175568711	cg21577836	TNR	Island	I
cg01978237	chr6	100896653	100896954	-0.000136826	2.07E-05	5.88E-06	0.024273833	SIM1	chr6	100896803	100896804	cg01978237	SIM1	N_Shore	II
cg06563089	chr12	75601007	75601308	0.002319328	-5.55E-05	0.000199627	0.024264186	KCNC2	chr12	75601157	75601158	cg06563089	KCNC2	Island	I
cg17916432	chr2	208989059	208989360	-5.56E-05	3.44E-05	2.45E-05	0.024241061	CRYGD	chr2	208989209	208989210	cg17916432	CRYGD	Island	I
cg01971160	chr1	75593654	75593955	0.001784041	-2.72E-05	0.000152985	0.024239908	LHX8	chr1	75593804	75593805	cg01971160	LHX8	N_Shelf	II
cg13902210	chr1	110754286	110754587	-0.000111111	0	-1.22E-05	0.02390982	KCNC4	chr1	110754436	110754437	cg13902210	KCNC4	Island	I
cg05749969	chr1	38412561	38412862	0	-1.36E-05	-1.25E-05	0.023718326	INPP5B	chr1	38412711	38412712	cg05749969	INPP5B	CpG_Ocean	II
cg08076018	chr9	129884930	129885231	0	7.09E-06	6.37E-06	0.023717647	ANGPTL2	chr9	129885080	129885081	cg08076018	ANGPTL2	CpG_Ocean	II
cg01708273	chr2	176973910	176974211	-6.45E-05	0	-6.35E-06	0.023416667	HOXD11	chr2	176974060	176974061	cg01708273	HOXD11	S_Shore	I
cg16928066	chr2	73147664	73147965	0	-2.73E-05	-2.46E-05	0.023394336	EMX1	chr2	73147814	73147815	cg16928066	EMX1	Island	I
cg11793699	chr1	156814751	156815052	0	3.24E-07	2.90E-07	0.023302243	NTRK1	chr1	156814901	156814902	cg11793699	NTRK1	Island	I
cg22645427	chr20	25129370	25129671	-2.35E-05	0	-1.23E-07	0.023137363	LOC284798	chr20	25129520	25129521	cg22645427	LOC284798	Island	I
cg02547394	chr13	112721639	112721940	6.25E-05	3.45E-05	3.74E-05	0.023095561	SOX1	chr13	112721789	112721790	cg02547394	SOX1	Island	I
cg14644001	chr6	32116503	32116804	4.76E-05	3.52E-05	3.73E-05	0.023075738	PRRT1	chr6	32116653	32116654	cg14644001	PRRT1	Island	I
cg00396667	chr5	134364237	134364538	0	1.37E-05	1.21E-05	0.022917065	PITX1	chr5	134364387	134364388	cg00396667	PITX1	Island	I
cg25757598	chr8	85097045	85097346	0.002967527	-2.74E-05	0.000300238	0.022836395	RALYL	chr8	85097195	85097196	cg25757598	RALYL	Island	I
cg23780110	chr2	26045094	26045395	0.001410394	-1.19E-06	0.000143596	0.022823264	ASXL2	chr2	26045244	26045245	cg23780110	ASXL2	CpG_Ocean	I
cg04654530	chr2	63282552	63282853	0.000106838	-2.13E-05	-6.43E-06	0.022807843	OTX1	chr2	63282702	63282703	cg04654530	OTX1	Island	I
cg11420883	chr7	4901373	4901674	0	-6.54E-06	-5.92E-06	0.02269121	PAPOLB	chr7	4901523	4901524	cg11420883	PAPOLB	Island	I
cg23676151	chr6	108491222	108491523	0.001057143	-3.48E-05	8.08E-05	0.022609138	NR2E1	chr6	108491372	108491373	cg23676151	NR2E1	Island	II
cg15748507	chr10	120354477	120354778	0.003157143	-3.46E-05	0.000322892	0.022500549	PRLHR	chr10	120354627	120354628	cg15748507	PRLHR	Island	II
cg16179952	chr2	946967	947268	0.00010961	2.04E-05	3.06E-05	0.022438132	SNTG2	chr2	947117	947118	cg16179952	SNTG2	Island	II
cg08979319	chr6	100895905	100896206	0	4.20E-05	3.74E-05	0.022408549	SIM1	chr6	100896055	100896056	cg08979319	SIM1	Island	I
cg06680481	chr20	22549103	22549404	0.001313677	-1.30E-05	0.000121087	0.022367254	C20orf56	chr20	22549253	22549254	cg06680481	C20orf56	Island	II
cg04865691	chr13	112723271	112723572	0.001427027	-2.13E-05	0.00013853	0.022195522	SOX1	chr13	112723421	112723422	cg04865691	SOX1	Island	II
cg22381068	chr1	906213	906514	0.002130443	-1.36E-05	0.000205614	0.022155782	PLEKHN1	chr1	906363	906364	cg22381068	PLEKHN1	Island	II
cg02267483	chr5	140810254	140810555	5.05E-05	-1.39E-05	-6.14E-06	0.022050277	PCDHGA4	chr5	140810404	140810405	cg02267483	PCDHGA4	N_Shore	II
cg15268136	chr1	44031159	44031460	0.000456552	-1.38E-05	3.66E-05	0.02186595	PTPRF	chr1	44031309	44031310	cg15268136	PTPRF	Island	II
cg23244913	chr6	29943251	29943552	5.88E-05	3.47E-05	3.72E-05	0.021469396	HCG9	chr6	29943401	29943402	cg23244913	HCG9	N_Shore	I
cg22524061	chr8	99959280	99959581	0.000133446	1.32E-05	2.44E-05	0.021458726	OSR2	chr8	99959430	99959431	cg22524061	OSR2	N_Shore	I
cg15916646	chr7	27224977	27225278	1.59E-06	-6.78E-06	-6.17E-06	0.021374699	HOXA11AS	chr7	27225127	27225128	cg15916646	HOXA11AS	Island	II
cg14742716	chr19	50666195	50666496	0.000331136	-2.64E-05	1.28E-05	0.021231964	C19orf41	chr19	50666345	50666346	cg14742716	C19orf41	Island	II
cg17478228	chr19	11591443	11591744	0.001066667	-2.03E-05	8.12E-05	0.021097295	ELAVL3	chr19	11591593	11591594	cg17478228	ELAVL3	Island	I
cg22175873	chr5	140801332	140801633	-5.13E-05	1.41E-05	6.21E-06	0.0210719	PCDHGA4	chr5	140801482	140801483	cg22175873	PCDHGA4	N_Shore	II
cg02428056	chr14	37125722	37126023	5.56E-05	-7.49E-06	-3.75E-07	0.021058809	PAX9	chr14	37125872	37125873	cg02428056	PAX9	N_Shore	II
cg22980351	chrX	125686889	125687190	4.65E-05	-7.02E-06	0	0.020973333	DCAF12L1	chrX	125687039	125687040	cg22980351	DCAF12L1	S_Shore	II
cg04918402	chr17	61778400	61778701	7.14E-06	1.96E-05	1.75E-05	0.020921978	LIMD2	chr17	61778550	61778551	cg04918402	LIMD2	Island	II
cg12089570	chr19	9473565	9473866	0.000171429	-1.34E-05	6.17E-06	0.020777778	ZNF177	chr19	9473715	9473716	cg12089570	ZNF177	Island	II
cg10448227	chr16	2892659	2892960	0.000177489	6.78E-06	3.23E-05	0.020711751	TMPRSS8	chr16	2892809	2892810	cg10448227	TMPRSS8	Island	II
cg17803175	chr5	95768921	95769222	-0.000206897	0	-1.80E-05	0.020571429	PCSK1	chr5	95769071	95769072	cg17803175	PCSK1	Island	II
cg19404813	chr2	208988782	208989083	0.00015	2.88E-05	4.36E-05	0.020562372	CRYGD	chr2	208988932	208988933	cg19404813	CRYGD	Island	I
cg19619387	chr17	1880886	1881187	5.71E-05	2.08E-05	2.48E-05	0.020466349	RTN4RL1	chr17	1881036	1881037	cg19619387	RTN4RL1	Island	I
cg04552206	chr10	102896396	102896697	0.000177778	6.83E-06	2.96E-05	0.020398454	TLX1	chr10	102896546	102896547	cg04552206	TLX1	Island	II
cg02311725	chr20	30639666	30639967	0.000836036	-1.98E-05	6.98E-05	0.020254261	HCK	chr20	30639816	30639817	cg02311725	HCK	N_Shore	II
cg02994956	chr22	29876384	29876685	0.000965517	1.37E-05	9.91E-05	0.020205318	NEFH	chr22	29876534	29876535	cg02994956	NEFH	Island	I
cg24996565	chr14	96180493	96180794	0	-1.75E-07	-1.98E-07	0.020175238	TCL1A	chr14	96180643	96180644	cg24996565	TCL1A	Island	I
cg09511427	chr19	51227252	51227553	0.000159707	-1.45E-07	1.81E-05	0.020104258	CLEC11A	chr19	51227402	51227403	cg09511427	CLEC11A	N_Shore	II
cg04859466	chr3	181444413	181444714	-5.88E-05	-3.51E-05	-3.69E-05	0.01978022	SOX2OT	chr3	181444563	181444564	cg04859466	SOX2OT	Island	I
cg15726426	chr1	111216689	111216990	0.001457143	0	0.000207284	0.019775872	KCNA3	chr1	111216839	111216840	cg15726426	KCNA3	Island	II
cg01460202	chr16	23706356	23706657	-6.45E-05	-4.31E-05	-4.51E-05	0.019766667	ERN2	chr16	23706506	23706507	cg01460202	ERN2	CpG_Ocean	II
cg21097036	chr6	127840490	127840791	6.45E-05	-1.43E-05	-6.51E-06	0.019746405	C6orf174	chr6	127840640	127840641	cg21097036	C6orf174	S_Shelf	II
cg07281879	chr11	32459476	32459777	0.000883362	1.31E-05	0.000115166	0.019685068	WIT1	chr11	32459626	32459627	cg07281879	WIT1	Island	I
cg24259244	chr13	100624129	100624430	1.59E-06	2.11E-05	1.87E-05	0.019661228	ZIC5	chr13	100624279	100624280	cg24259244	ZIC5	Island	II
cg17717124	chr14	96180697	96180998	0	-6.71E-06	-6.04E-06	0.019535802	TCL1A	chr14	96180847	96180848	cg17717124	TCL1A	Island	II
cg27448110	chr7	157484497	157484798	-0.000105556	2.78E-05	1.22E-05	0.019532867	PTPRN2	chr7	157484647	157484648	cg27448110	PTPRN2	Island	II
cg23097402	chr1	50883244	50883545	0.001052632	-1.40E-05	0.000112188	0.019414424	DMRTA2	chr1	50883394	50883395	cg23097402	DMRTA2	Island	I
cg01867395	chr11	31839478	31839779	0.001346979	1.11E-07	0.000152941	0.019368866	PAX6	chr11	31839628	31839629	cg01867395	PAX6	Island	I
cg02471153	chr8	99440181	99440482	-6.25E-05	2.77E-05	1.84E-05	0.019278955	KCNS2	chr8	99440331	99440332	cg02471153	KCNS2	Island	I
cg07772660	chr1	17085713	17086014	-9.32E-06	-6.68E-06	-6.08E-06	0.019272857	MST1P9	chr1	17085863	17085864	cg07772660	MST1P9	Island	II
cg07816637	chr5	140782605	140782906	0.001302067	0	0.000143822	0.019251761	PCDHGA4	chr5	140782755	140782756	cg07816637	PCDHGA4	S_Shelf	I
cg21609640	chr1	166890230	166890531	0.001292659	-1.35E-05	0.000143022	0.019236776	ILDR2	chr1	166890380	166890381	cg21609640	ILDR2	Island	I
cg03655683	chr2	63281233	63281534	4.76E-05	6.43E-06	1.20E-05	0.019119658	OTX1	chr2	63281383	63281384	cg03655683	OTX1	N_Shore	II
cg18560204	chr15	83953559	83953860	0.001044625	6.67E-06	9.91E-05	0.019102509	BNC1	chr15	83953709	83953710	cg18560204	BNC1	Island	I
cg17563034	chr4	5021118	5021419	0	0	0	0.019045097	CYTL1	chr4	5021268	5021269	cg17563034	CYTL1	Island	I
cg06645921	chr12	8025244	8025545	0.0013663	3.92E-07	0.00015418	0.019028063	SLC2A14	chr12	8025394	8025395	cg06645921	SLC2A14	Island	I
cg03422911	chr1	237205145	237205446	0.000823529	-7.12E-06	8.25E-05	0.018953451	RYR2	chr1	237205295	237205296	cg03422911	RYR2	Island	II
cg04156293	chr7	100488792	100489093	-5.71E-05	7.14E-06	3.23E-07	0.018879121	ACHE	chr7	100488942	100488943	cg04156293	ACHE	N_Shore	I
cg18336674	chr5	170735114	170735415	0.000842105	-2.16E-05	8.23E-05	0.018666667	TLX3	chr5	170735264	170735265	cg18336674	TLX3	Island	I
cg01302656	chr14	29254703	29255004	0	-7.07E-06	-6.31E-06	0.018666667	C14orf23	chr14	29254853	29254854	cg01302656	C14orf23	Island	II
cg25212090	chr1	197882020	197882321	0.001151515	-6.94E-06	0.000110586	0.018500297	LHX9	chr1	197882170	197882171	cg25212090	LHX9	S_Shore	II
cg14717557	chr6	100895468	100895769	-5.00E-05	2.57E-07	-5.96E-06	0.018416667	SIM1	chr6	100895618	100895619	cg14717557	SIM1	N_Shore	II
cg03989260	chr1	119529210	119529511	0.00191129	-4.93E-05	0.000143973	0.018356139	TBX15	chr1	119529360	119529361	cg03989260	TBX15	N_Shore	II
cg26128092	chr1	3567400	3567701	0.001282051	-2.79E-05	0.000128872	0.018355366	WDR8	chr1	3567550	3567551	cg26128092	WDR8	Island	II
cg20366906	chr13	53422231	53422532	0.000307692	6.71E-06	4.15E-05	0.018336508	PCDH8	chr13	53422381	53422382	cg20366906	PCDH8	Island	II
cg06896909	chr7	19813147	19813448	0	6.52E-07	5.89E-07	0.01831746	TMEM196	chr7	19813297	19813298	cg06896909	TMEM196	S_Shore	II
cg06511917	chr10	23482105	23482406	0.002199303	-3.53E-05	0.000226407	0.018194094	PTF1A	chr10	23482255	23482256	cg06511917	PTF1A	Island	I
cg07660236	chr6	28367733	28368034	0	1.37E-05	1.25E-05	0.018092084	ZSCAN12	chr6	28367883	28367884	cg07660236	ZSCAN12	S_Shore	II
cg23634124	chr17	48049802	48050103	0.000611111	0	6.64E-05	0.018079956	DLX4	chr17	48049952	48049953	cg23634124	DLX4	Island	I
cg11234328	chr10	135043436	135043737	0.000205128	-4.16E-05	-1.22E-05	0.018070175	UTF1	chr10	135043586	135043587	cg11234328	UTF1	Island	II
cg07061728	chr17	1880791	1881092	0	0	0	0.018033316	RTN4RL1	chr17	1880941	1880942	cg07061728	RTN4RL1	Island	II
cg09614300	chr10	124893926	124894227	0.001060811	1.30E-05	0.000134983	0.018001979	HMX3	chr10	124894076	124894077	cg09614300	HMX3	Island	II
cg15233892	chr6	117591283	117591584	0.00102439	-6.76E-06	0.000118694	0.017988229	VGLL2	chr6	117591433	117591434	cg15233892	VGLL2	N_Shore	I
cg24006126	chr1	155290663	155290964	0.000975758	2.75E-05	0.000122927	0.017967588	RUSC1	chr1	155290813	155290814	cg24006126	RUSC1	Island	II
cg19830270	chr19	22193199	22193500	6.67E-05	2.73E-05	3.06E-05	0.017919885	ZNF208	chr19	22193349	22193350	cg19830270	ZNF208	Island	II
cg05671386	chr16	3550089	3550390	0.000113005	7.03E-06	1.83E-05	0.017849363	CLUAP1	chr16	3550239	3550240	cg05671386	CLUAP1	Island	I
cg03129884	chr2	95692577	95692878	0.0009375	-2.79E-05	6.90E-05	0.017764357	MAL	chr2	95692727	95692728	cg03129884	MAL	S_Shore	I
cg15251385	chr12	8025432	8025733	8.51E-05	-7.02E-06	6.02E-06	0.017693122	SLC2A14	chr12	8025582	8025583	cg15251385	SLC2A14	Island	I
cg10602757	chr2	114256631	114256932	0.001497368	5.51E-06	0.000182832	0.017624024	FOXD4L1	chr2	114256781	114256782	cg10602757	FOXD4L1	Island	I
cg22070406	chr18	55019558	55019859	0.000205128	-2.66E-05	0	0.017581197	ST8SIA3	chr18	55019708	55019709	cg22070406	ST8SIA3	Island	II
cg22821981	chr3	122296285	122296586	0.001371429	-6.94E-06	0.000143778	0.017572809	PARP15	chr3	122296435	122296436	cg22821981	PARP15	N_Shore	II
cg10056132	chr10	50887581	50887882	-0.000181818	-2.73E-05	-4.28E-05	0.017353114	C10orf53	chr10	50887731	50887732	cg10056132	C10orf53	Island	I
cg02245378	chr2	223161621	223161922	0.000142857	0	1.26E-05	0.017265385	PAX3	chr2	223161771	223161772	cg02245378	PAX3	Island	II
cg12614105	chr7	24324285	24324586	0.001978858	2.08E-05	0.0002511	0.017173645	NPY	chr7	24324435	24324436	cg12614105	NPY	Island	II
cg15466862	chr13	112722183	112722484	5.41E-05	1.29E-05	1.77E-05	0.017023494	SOX1	chr13	112722333	112722334	cg15466862	SOX1	Island	I
cg03111498	chr20	25062710	25063011	0.000281183	-4.84E-05	-1.21E-05	0.016974447	VSX1	chr20	25062860	25062861	cg03111498	VSX1	Island	I
cg19876672	chr10	118891116	118891417	3.29E-05	1.33E-05	1.77E-05	0.016857143	VAX1	chr10	118891266	118891267	cg19876672	VAX1	N_Shore	II
cg22881914	chr14	52535997	52536298	-6.06E-05	6.90E-07	-5.76E-06	0.016857062	NID2	chr14	52536147	52536148	cg22881914	NID2	Island	II
cg18168101	chr8	104153477	104153778	0	7.09E-06	6.23E-06	0.016646617	C8orf56	chr8	104153627	104153628	cg18168101	C8orf56	S_Shore	I
cg01294808	chr5	3599536	3599837	5.71E-05	-1.41E-05	-6.35E-06	0.016620548	IRX1	chr5	3599686	3599687	cg01294808	IRX1	Island	I
cg24199400	chr3	113160280	113160581	0.000788124	9.85E-08	9.23E-05	0.016602135	WDR52	chr3	113160430	113160431	cg24199400	WDR52	Island	I
cg20829347	chr13	112720777	112721078	0.000179054	7.25E-06	2.58E-05	0.016549874	SOX1	chr13	112720927	112720928	cg20829347	SOX1	Island	II
cg17804356	chr1	200009777	200010078	0.000114286	-1.53E-07	1.29E-05	0.016520147	NR5A2	chr1	200009927	200009928	cg17804356	NR5A2	Island	II
cg11207307	chr12	8025443	8025744	0.00117479	-1.49E-05	0.000114552	0.016490226	SLC2A14	chr12	8025593	8025594	cg11207307	SLC2A14	Island	I
cg21346043	chr8	86350917	86351218	0.000915966	-6.92E-06	9.46E-05	0.016384397	CA3	chr8	86351067	86351068	cg21346043	CA3	Island	II
cg21931419	chr14	74893019	74893320	0.002621951	-2.03E-05	0.000282815	0.016349025	TMEM90A	chr14	74893169	74893170	cg21931419	TMEM90A	Island	I
cg26151467	chr13	112724071	112724372	0.001784296	7.04E-06	0.000202775	0.01620151	SOX1	chr13	112724221	112724222	cg26151467	SOX1	S_Shore	II
cg02493939	chr19	33794596	33794897	0.001256911	-2.03E-07	0.000127307	0.016190769	LOC80054	chr19	33794746	33794747	cg02493939	LOC80054	Island	II
cg00164949	chr17	43037277	43037578	-0.000112698	4.30E-05	2.57E-05	0.016166667	C1QL1	chr17	43037427	43037428	cg00164949	C1QL1	Island	I
cg07323141	chr2	239140019	239140320	0.001785714	-1.39E-05	0.000163652	0.016150849	LOC151174	chr2	239140169	239140170	cg07323141	LOC151174	Island	I
cg04456238	chr11	32449954	32450255	0.000105263	-2.79E-05	-1.22E-05	0.016067925	WT1	chr11	32450104	32450105	cg04456238	WT1	S_Shore	II
cg10743390	chr19	30020578	30020879	-0.000105556	6.87E-06	-6.04E-06	0.016003513	VSTM2B	chr19	30020728	30020729	cg10743390	VSTM2B	Island	II
cg18087477	chr1	115397447	115397748	0	6.80E-06	6.06E-06	0.015979575	SYCP1	chr1	115397597	115397598	cg18087477	SYCP1	Island	II
cg26381313	chr10	102279305	102279606	0.00024453	6.92E-06	3.63E-05	0.015822222	SEC31B	chr10	102279455	102279456	cg26381313	SEC31B	Island	I
cg07336617	chr5	76934930	76935231	0.00012212	0	1.37E-05	0.015641026	OTP	chr5	76935080	76935081	cg07336617	OTP	Island	II
cg24960947	chr11	65816313	65816614	0.000309524	2.34E-07	3.82E-05	0.01552381	GAL3ST3	chr11	65816463	65816464	cg24960947	GAL3ST3	Island	I
cg00034468	chr1	229567927	229568228	0.000206897	-1.39E-05	5.95E-06	0.015507692	ACTA1	chr1	229568077	229568078	cg00034468	ACTA1	Island	II
cg21694941	chr8	57358440	57358741	-6.25E-05	0	-6.17E-06	0.015454545	PENK	chr8	57358590	57358591	cg21694941	PENK	Island	I
cg23652859	chr19	59092542	59092843	0.000158108	-1.43E-05	6.06E-06	0.01534636	MGC2752	chr19	59092692	59092693	cg23652859	MGC2752	Island	II
cg00157572	chr14	60977811	60978112	0.001037037	-6.73E-06	8.02E-05	0.015319149	SIX6	chr14	60977961	60977962	cg00157572	SIX6	Island	II
cg25456849	chr15	79575184	79575485	0.00192608	-2.02E-05	0.000200006	0.015243763	ANKRD34C	chr15	79575334	79575335	cg25456849	ANKRD34C	N_Shore	II
cg20049415	chr20	21377521	21377822	-0.000133333	6.76E-06	-6.08E-06	0.015230769	NKX2-4	chr20	21377671	21377672	cg20049415	NKX2-4	Island	I
